,Name, StationType, MeanAvgTemperature,yyyy-mm-dd
222,CRESCENT CITY MCNAMARA AP, WBAN,58.1,2017-09-01
223,FORT BIDWELL, COOP,61.2,2017-09-01
224,TULELAKE, COOP,60.1,2017-09-01
225,COPCO NO 1 DAM, COOP,66.8,2017-09-01
226,BARSTOW, COOP,76.3,2017-09-01
227,PEARBLOSSOM, COOP,74.2,2017-09-01
228,EL CAJON, COOP,74.7,2017-09-01
229,MARKLEY COVE, COOP,72.6,2017-09-01
230,LORAINE 5 NNE, COOP,67.8,2017-09-01
231,LEE VINING, COOP,58.4,2017-09-01
232,ANAHEIM, COOP,75.7,2017-09-01
233,NEW MELONES DAM HQ, COOP,75.2,2017-09-01
234,MAMMOTH LAKES R.S., COOP,52.5,2017-09-01
235,MONTEREY WFO, COOP,65.3,2017-09-01
236,SKYLINE RIDGE PRESERVE, COOP,67.6,2017-09-01
237,FREMONT, COOP,71.0,2017-09-01
238,TEHACHAPI 4 SE, COOP,66.4,2017-09-01
239,VALLEJO, COOP,74.5,2017-09-01
240,OXNARD WFO, COOP,70.0,2017-09-01
241,HANFORD MUNICIPAL AP, WBAN,75.3,2017-09-01
242,RAMONA AIRPORT, WBAN,71.0,2017-09-01
243,VACAVILLE NUT TREE AP, WBAN,74.8,2017-09-01
244,ALTURAS MUNICIPAL AP, WBAN,59.2,2017-09-01
245,MADERA MUNICIPAL AP, WBAN,75.8,2017-09-01
246,BAKERSFIELD 5 NW, COOP,77.4,2017-09-01
247,FRESNO 5 NE, COOP,79.1,2017-09-01
248,OCEANSIDE MUNICIPAL AP, WBAN,69.4,2017-09-01
249,SAN DIEGO SEAWORLD, COOP,69.9,2017-09-01
250,ARCATA EUREKA AP, WBAN,59.6,2017-09-01
251,NEWPORT BEACH HARBOR, WBAN,69.9,2017-09-01
252,ESCONDIDO NO. 2, COOP,74.3,2017-09-01
253,REDDING MUNICIPAL AP, WBAN,76.8,2017-09-01
254,AVALON CATALINA AP, WBAN,70.0,2017-09-01
255,SANTA MARIA PUBLIC AP, WBAN,68.1,2017-09-01
256,MOUNT SHASTA, WBAN,63.0,2017-09-01
257,RED BLUFF MUNICIPAL AP, WBAN,76.6,2017-09-01
258,NEEDLES AP, WBAN,88.2,2017-09-01
259,CHINA LAKE NAF, WBAN,76.5,2017-09-01
260,SUSANVILLE 2SW, WBAN,62.2,2017-09-01
261,TEJON RANCHO, WBAN,77.1,2017-09-01
262,BURBANK GLENDALE PASADENA AP, WBAN,74.7,2017-09-01
263,MOUNT SHASTA, COOP,72.5,2017-09-01
264,WATSONVILLE MUNICIPAL AP, WBAN,67.8,2017-09-01
265,SANTA ROSA SONOMA CO AP, WBAN,69.7,2017-09-01
266,GRASS VALLEY NO. 2, COOP,68.0,2017-09-01
267,COLUSA 2 SSW, COOP,75.5,2017-09-01
268,BLUE CANYON AP, WBAN,62.8,2017-09-01
269,NEVADA CITY, COOP,69.5,2017-09-01
270,TRUCKEE AIRPORT, WBAN,53.5,2017-09-01
271,BOCA, COOP,55.3,2017-09-01
272,POTTER VALLEY POWERHOUSE, COOP,73.7,2017-09-01
273,BOWMAN DAM, COOP,60.6,2017-09-01
274,OROVILLE, COOP,72.1,2017-09-01
275,OROVILLE MUNICIPAL AP, WBAN,75.7,2017-09-01
276,SIERRAVILLE RS, COOP,54.5,2017-09-01
277,DOWNIEVILLE, COOP,64.0,2017-09-01
278,STRAWBERRY VALLEY, COOP,63.5,2017-09-01
279,STONY GORGE RESERVOIR, COOP,72.6,2017-09-01
280,HEARST CASTLE, COOP,70.2,2017-09-01
281,HESPERIA 2E, COOP,73.1,2017-09-01
282,RANCHO BERNARDO, COOP,72.1,2017-09-01
283,OCOTILLO WELLS 2W, COOP,85.5,2017-09-01
284,IRVINE RANCH, COOP,75.2,2017-09-01
285,MT. LAGUNA #3, COOP,60.5,2017-09-01
286,AVALON INLAND, COOP,67.7,2017-09-01
287,TORRANCE AP, WBAN,71.2,2017-09-01
288,MERCED 23 WSW, WBAN,70.9,2017-09-01
289,REDDING 12 WNW, WBAN,73.9,2017-09-01
290,STOVEPIPE WELLS 1 SW, WBAN,89.9,2017-09-01
291,LOS ANGELES DOWNTOWN/USC, WBAN,75.2,2017-09-01
292,FRESNO YOSEMITE INT'L, WBAN,77.2,2017-09-01
293,MONTEREY PENINSUL AP, WBAN,67.3,2017-09-01
294,PASO ROBLES MUNICIPAL AP, WBAN,71.7,2017-09-01
295,MONTAGUE SISKIYOU AIRPORT, WBAN,62.9,2017-09-01
296,SAN JOSE, WBAN,73.4,2017-09-01
297,PALM SPRINGS ASOS, WBAN,85.8,2017-09-01
298,SAN DIEGO BROWN FIELD, WBAN,71.3,2017-09-01
299,Bakersfield Area, ThreadEx,79.3,2017-09-01
300,Bishop Area, ThreadEx,66.9,2017-09-01
301,Los Angeles Downtown Area, ThreadEx,75.2,2017-09-01
302,Eureka Area, ThreadEx,60.2,2017-09-01
303,Fresno Area, ThreadEx,77.2,2017-09-01
304,Los Angeles Airport Area, ThreadEx,71.5,2017-09-01
305,Long Beach Area, ThreadEx,73.7,2017-09-01
306,Redding Area, ThreadEx,76.8,2017-09-01
307,Sacramento Area, ThreadEx,73.5,2017-09-01
308,San Diego Area, ThreadEx,72.8,2017-09-01
309,Stockton Area, ThreadEx,75.1,2017-09-01
310,San Francisco Airport Area, ThreadEx,69.8,2017-09-01
311,Santa Maria Area, ThreadEx,68.1,2017-09-01
312,CAMP PENDLETON MCAS, WBAN,63.4,2017-09-01
313,LEMOORE REEVES NAS, WBAN,78.1,2017-09-01
314,ARVIN, COOP,81.3,2017-09-01
315,CHIRIACO SUMMIT, COOP,80.3,2017-09-01
316,FALLBROOK 5 NE, WBAN,74.1,2017-09-01
317,SANTA BARBARA 11 W, WBAN,66.5,2017-09-01
318,BODEGA 6 WSW, WBAN,61.5,2017-09-01
319,YOSEMITE VILLAGE 12 W, WBAN,59.7,2017-09-01
320,YUCCA MESA, COOP,74.5,2017-09-01
321,YUCCA VALLEY, COOP,73.6,2017-09-01
322,JOHNSON VALLEY, COOP,74.1,2017-09-01
323,REDONDO BEACH, COOP,70.1,2017-09-01
324,BURBANK VALLEY PUMP PLANT, COOP,73.2,2017-09-01
325,PLACERVILLE 3 ENE, COOP,71.7,2017-09-01
326,TAHOMA, COOP,49.6,2017-09-01
327,CORONA MUNICIPAL AIRPORT, WBAN,72.3,2017-09-01
328,VERDI 2W, COOP,59.5,2017-09-01
329,MORONGO VALLEY NORTH, COOP,73.5,2017-09-01
330,SHAFTER 6E, COOP,75.0,2017-09-01
331,TRUCKEE-TAHOE AIRPORT DISTRICT, COOP,53.5,2017-09-01
332,ACTON CALIFORNIA, RAWS,70.6,2017-09-01
333,ARROYO GRANDE CALIFORNIA, RAWS,71.5,2017-09-01
334,ALDER SPRINGS CALIFORNIA, RAWS,67.4,2017-09-01
335,ALPINE CALIFORNIA, RAWS,70.5,2017-09-01
336,LOS ALTOS CALIFORNIA, RAWS,71.9,2017-09-01
337,ANZA CALIFORNIA, RAWS,66.1,2017-09-01
338,ALDER POINT CALIFORNIA, RAWS,70.0,2017-09-01
339,ARROYO SECO (MT. DIABLO) CALIF, RAWS,72.7,2017-09-01
340,ASH CREEK CALIFORNIA, RAWS,58.5,2017-09-01
341,BACKBONE CALIFORNIA, RAWS,66.0,2017-09-01
342,BALD MTN LOC CALIFORNIA, RAWS,68.1,2017-09-01
343,BARNABY CALIFORNIA, RAWS,70.1,2017-09-01
344,BATTERSON CALIFORNIA, RAWS,71.7,2017-09-01
345,BIG BAR CALIFORNIA, RAWS,69.7,2017-09-01
346,BELL CANYON CALIFORNIA, RAWS,72.4,2017-09-01
347,BRADLEY CALIFORNIA, RAWS,72.0,2017-09-01
348,BEAR PEAK CALIFORNIA, RAWS,55.2,2017-09-01
349,BENTON CALIFORNIA, RAWS,61.5,2017-09-01
350,BEAUMONT CALIFORNIA, RAWS,71.8,2017-09-01
351,BEVERLY HILLS CALIFORNIA, RAWS,75.6,2017-09-01
352,BANGOR CALIFORNIA, RAWS,75.3,2017-09-01
353,BIG PINES CALIFORNIA, RAWS,60.2,2017-09-01
354,BIG ROCK CALIFORNIA, RAWS,70.9,2017-09-01
355,BLACK DIAMOND CALIFORNIA, RAWS,71.3,2017-09-01
356,BLUE DOOR CALIFORNIA, RAWS,56.9,2017-09-01
357,BLUE RIDGE (KNF) CALIFORNIA, RAWS,59.8,2017-09-01
358,BEN BOLT CALIFORNIA, RAWS,73.2,2017-09-01
359,BEN LOMOND CALIFORNIA, RAWS,67.4,2017-09-01
360,BOGARD R.S. CALIFORNIA, RAWS,53.5,2017-09-01
361,BOONVILLE CALIFORNIA, RAWS,69.9,2017-09-01
362,BIG PINE FLAT CALIFORNIA, RAWS,58.7,2017-09-01
363,BRIDGEPORT 4NW CALIFORNIA, RAWS,56.9,2017-09-01
364,BRANCH MOUNTAIN CALIFORNIA, RAWS,68.4,2017-09-01
365,BEAR FLAT CALIFORNIA, RAWS,56.7,2017-09-01
366,BRIONES CALIFORNIA, RAWS,70.7,2017-09-01
367,BLACKROCK CALIFORNIA, RAWS,52.6,2017-09-01
368,BROOKS CALIFORNIA, RAWS,76.3,2017-09-01
369,BIG SUR CALIFORNIA, RAWS,68.5,2017-09-01
370,BULL FLAT CALIFORNIA, RAWS,60.3,2017-09-01
371,BURNS CANYON CALIFORNIA, RAWS,65.4,2017-09-01
372,BUTTERCUP CALIFORNIA, RAWS,85.7,2017-09-01
373,BEAVER CAMP LOC CALIFORNIA, RAWS,68.4,2017-09-01
374,BRAZIE RANCH CALIFORNIA, RAWS,68.0,2017-09-01
375,CAHUILLA CALIFORNIA, RAWS,86.6,2017-09-01
376,CALLAHAN CALIFORNIA, RAWS,65.9,2017-09-01
377,CAMERON FIRE STATION CALIFORNI, RAWS,64.7,2017-09-01
378,CARRIZO CALIFORNIA, RAWS,72.5,2017-09-01
379,CASE SPRINGS CALIFORNIA, RAWS,69.7,2017-09-01
380,CATHEYS VALLEY CALIFORNIA, RAWS,75.0,2017-09-01
381,CEDAR GROVE CALIFORNIA, RAWS,61.9,2017-09-01
382,CHEESEBORO CALIFORNIA, RAWS,75.1,2017-09-01
383,CHILAO CALIFORNIA, RAWS,65.7,2017-09-01
384,CHUCHUPATE CALIFORNIA, RAWS,57.9,2017-09-01
385,CLAREMONT CALIFORNIA, RAWS,72.4,2017-09-01
386,CLEAR CREEK CALIFORNIA, RAWS,69.1,2017-09-01
387,CLARK CALIFORNIA, RAWS,74.7,2017-09-01
388,CALAVERAS ROAD CALIFORNIA, RAWS,71.1,2017-09-01
389,CASE MOUNTAIN CALIFORNIA, RAWS,59.7,2017-09-01
390,COHASSET CALIFORNIA, RAWS,76.1,2017-09-01
391,COLLINS BALDY CALIFORNIA, RAWS,60.4,2017-09-01
392,STATE LINE, Snotel,57.1,2017-09-01
393,SOUTH LAKE F.S, COOP,72.0,2017-09-01
394,CAMPO ASOS, WBAN,67.0,2017-09-01
395,Burbank Glendale Pasadena Area, ThreadEx,74.7,2017-09-01
396,Camarillo Area, ThreadEx,71.0,2017-09-01
397,Needles Area, ThreadEx,88.2,2017-09-01
398,Oxnard Area, ThreadEx,70.0,2017-09-01
399,Palm Springs Area, ThreadEx,85.8,2017-09-01
400,Riverside Area, ThreadEx,76.3,2017-09-01
401,Ramona Area, ThreadEx,71.0,2017-09-01
402,LONG VALLEY 2, COOP,60.2,2017-09-01
403,VALLEY CENTER 1N, COOP,72.7,2017-09-01
404,Crescent City Area, ThreadEx,58.1,2017-09-01
405,Escondido Area, ThreadEx,74.3,2017-09-01
406,Sacramento Downtown Area, ThreadEx,75.3,2017-09-01
407,Tahoe City Area, ThreadEx,54.2,2017-09-01
408,Ukiah Area, ThreadEx,69.7,2017-09-01
409,LYONS VALLEY CALIFORNIA, RAWS,69.0,2017-09-01
410,LYTLE CREEK CALIFORNIA, RAWS,70.8,2017-09-01
411,MAD RIVER CALIFORNIA, RAWS,65.7,2017-09-01
412,MALIBU HILLS CALIFORNIA, RAWS,72.3,2017-09-01
413,MANZANITA LAKE CALIFORNIA, RAWS,57.0,2017-09-01
414,MILL CREEK (BDF) CALIFORNIA, RAWS,72.0,2017-09-01
415,MCGUIRES CALIFORNIA, RAWS,66.5,2017-09-01
416,MEANS LAKE CALIFORNIA, RAWS,75.8,2017-09-01
417,MENDOCINO PASS CALIFORNIA, RAWS,62.6,2017-09-01
418,METCALF GAP CALIFORNIA, RAWS,73.6,2017-09-01
419,MID HILLS CALIFORNIA, RAWS,66.7,2017-09-01
420,MILL CREEK (ANF) CALIFORNIA, RAWS,66.0,2017-09-01
421,MILO CALIFORNIA, RAWS,75.9,2017-09-01
422,MALLORY RIDGE CALIFORNIA, RAWS,70.9,2017-09-01
423,MONTECITO CALIFORNIA, RAWS,72.2,2017-09-01
424,MORMON ROCK CALIFORNIA, RAWS,68.3,2017-09-01
425,MOUNTAIN REST CALIFORNIA, RAWS,69.6,2017-09-01
426,MARKLEEVILLE CALIFORNIA, RAWS,58.1,2017-09-01
427,MT. SHASTA CALIFORNIA, RAWS,62.9,2017-09-01
428,MARIPOSA CALIFORNIA, RAWS,70.8,2017-09-01
429,MOUNT ZION CALIFORNIA, RAWS,72.1,2017-09-01
430,NORTH FORK CALIFORNIA, RAWS,71.6,2017-09-01
431,OAK KNOLL CALIFORNIA, RAWS,65.7,2017-09-01
432,OAK MOUNTAIN CALIFORNIA, RAWS,72.6,2017-09-01
433,OAK CREEK CALIFORNIA, RAWS,69.9,2017-09-01
434,OAK GROVE CALIFORNIA, RAWS,69.3,2017-09-01
435,OAKLAND NORTH CALIFORNIA, RAWS,68.6,2017-09-01
436,OAK OPENING CALIFORNIA, RAWS,71.1,2017-09-01
437,OAKLAND SOUTH CALIFORNIA, RAWS,69.1,2017-09-01
438,OPAL MOUNTAIN CALIFORNIA, RAWS,74.5,2017-09-01
439,OWENS CAMP LOC CALIFORNIA, RAWS,60.3,2017-09-01
440,OWENS VALLEY CALIFORNIA, RAWS,69.1,2017-09-01
441,OZENA CALIFORNIA, RAWS,67.5,2017-09-01
442,PARKFIELD CALIFORNIA, RAWS,71.0,2017-09-01
443,PINE HILLS CALIFORNIA, RAWS,66.6,2017-09-01
444,PIERCE CALIFORNIA, RAWS,60.2,2017-09-01
445,PINEHURST CALIFORNIA, RAWS,68.2,2017-09-01
446,PIKE COUNTY LOOKOUT CALIFORNIA, RAWS,68.9,2017-09-01
447,PILOT HILL CALIFORNIA, RAWS,71.8,2017-09-01
448,PARK RIDGE CALIFORNIA, RAWS,57.4,2017-09-01
449,PINNACLES CALIFORNIA, RAWS,72.4,2017-09-01
450,POPPY PARK CALIFORNIA, RAWS,72.8,2017-09-01
451,POTRERO CALIFORNIA, RAWS,68.9,2017-09-01
452,POVERTY CALIFORNIA, RAWS,69.9,2017-09-01
453,PANOCHE ROAD CALIFORNIA, RAWS,74.3,2017-09-01
454,PULGAS CALIFORNIA, RAWS,71.5,2017-09-01
455,QUARTZ HILL CALIFORNIA, RAWS,65.5,2017-09-01
456,QUINCY RD CALIFORNIA, RAWS,64.2,2017-09-01
457,RAVENDALE CALIFORNIA, RAWS,58.5,2017-09-01
458,RANCHITA CALIFORNIA, RAWS,68.0,2017-09-01
459,READER RANCH CALIFORNIA, RAWS,73.1,2017-09-01
460,REDDING AIRPORT CALIFORNIA, RAWS,76.2,2017-09-01
461,RICE VALLEY CALIFORNIA, RAWS,83.9,2017-09-01
462,ROCK CREEK, RAWS,56.2,2017-09-01
463,RODEO VALLEY, RAWS,69.0,2017-09-01
464,ROSE VALLEY CALIFORNIA, RAWS,61.0,2017-09-01
465,ROUND MOUNTAIN, RAWS,62.6,2017-09-01
466,ROSE PEAK CALIFORNIA, RAWS,66.2,2017-09-01
467,RUSH CREEK CALIFORNIA, RAWS,62.1,2017-09-01
468,RUTH CALIFORNIA, RAWS,63.6,2017-09-01
469,SACRAMENTO NWR CALIFORNIA, RAWS,74.8,2017-09-01
470,SADDLEBACK BUTTE CALIFORNIA, RAWS,71.8,2017-09-01
471,SAUGUS CALIFORNIA, RAWS,74.0,2017-09-01
472,SAWYERS BAR CALIFORNIA, RAWS,66.9,2017-09-01
473,SANTA BARBARA ISLAND CALIFORNI, RAWS,66.5,2017-09-01
474,SANTA CRUZ ISLAND CALIFORNIA, RAWS,70.3,2017-09-01
475,SCORPION CALIFORNIA, RAWS,69.8,2017-09-01
476,SODA CREEK CALIFORNIA, RAWS,67.1,2017-09-01
477,SADDLEBACK CALIFORNIA, RAWS,59.2,2017-09-01
478,SECRET TOWN CALIFORNIA, RAWS,70.5,2017-09-01
479,SANTA FE DAM CALIFORNIA, RAWS,75.3,2017-09-01
480,SHAVER CALIFORNIA, RAWS,57.0,2017-09-01
481,SCHOOL HOUSE CALIFORNIA, RAWS,64.3,2017-09-01
482,SHIP MTN. CALIFORNIA, RAWS,59.5,2017-09-01
483,SHADEQUARTER CALIFORNIA, RAWS,70.0,2017-09-01
484,SIMS CALIFORNIA, RAWS,72.4,2017-09-01
485,SLATER BUTTE CALIFORNIA, RAWS,62.6,2017-09-01
486,SAN MIGUEL CALIFORNIA, RAWS,72.8,2017-09-01
487,SAN LUIS NWR CALIFORNIA, RAWS,73.5,2017-09-01
488,SANTA RITA CALIFORNIA, RAWS,64.9,2017-09-01
489,SOLDIER MOUNTAIN CALIFORNIA, RAWS,66.8,2017-09-01
490,SOMES BAR CALIFORNIA, RAWS,68.4,2017-09-01
491,SQUAW SPRINGS CALIFORNIA, RAWS,74.2,2017-09-01
492,SQUAW LAKE CALIFORNIA, RAWS,86.7,2017-09-01
493,CONVERSE CALIFORNIA, RAWS,62.0,2017-09-01
494,COOSKIE MOUNTAIN CALIFORNIA, RAWS,65.0,2017-09-01
495,CORRALITOS CALIFORNIA, RAWS,68.9,2017-09-01
496,COUNTY LINE CALIFORNIA, RAWS,74.0,2017-09-01
497,CAMP 9 CALIFORNIA, RAWS,67.5,2017-09-01
498,CRANE FLAT LOOKOUT CALIFORNIA, RAWS,60.5,2017-09-01
499,CRESTVIEW CALIFORNIA, RAWS,51.0,2017-09-01
500,CORNING CALIFORNIA, RAWS,76.5,2017-09-01
501,CARPENTER RIDGE CALIFORNIA, RAWS,65.7,2017-09-01
502,CRANSTON CALIFORNIA, RAWS,74.4,2017-09-01
503,CRAZY PEAK CALIFORNIA, RAWS,62.6,2017-09-01
504,CASHMAN CALIFORNIA, RAWS,65.5,2017-09-01
505,DESCANSO CALIFORNIA, RAWS,67.1,2017-09-01
506,DEVILS GARDEN CALIFORNIA, RAWS,61.1,2017-09-01
507,DIABLO GRANDE CALIFORNIA, RAWS,73.0,2017-09-01
508,DEMOCRAT CALIFORNIA, RAWS,72.3,2017-09-01
509,DINKEY CALIFORNIA, RAWS,55.6,2017-09-01
510,DOG VALLEY CALIFORNIA, RAWS,56.0,2017-09-01
511,DOYLE CALIFORNIA, RAWS,64.0,2017-09-01
512,DUNCAN CALIFORNIA, RAWS,57.6,2017-09-01
513,DEL VALLE CALIFORNIA, RAWS,74.4,2017-09-01
514,DEVORE CALIFORNIA, RAWS,74.1,2017-09-01
515,EAGLE PEAK CALIFORNIA, RAWS,70.3,2017-09-01
516,EEL RIVER CAMP CALIFORNIA, RAWS,67.8,2017-09-01
517,EEL RIVER CALIFORNIA, RAWS,70.7,2017-09-01
518,EL CARISO CALIFORNIA, RAWS,73.0,2017-09-01
519,MOUNT ELIZABETH CALIFORNIA, RAWS,67.7,2017-09-01
520,EL MIRAGE CALIFORNIA, RAWS,72.0,2017-09-01
521,FANCHER CREEK CALIFORNIA, RAWS,78.6,2017-09-01
522,FAWNSKIN CALIFORNIA, RAWS,56.2,2017-09-01
523,FENCE MEADOW CALIFORNIA, RAWS,68.9,2017-09-01
524,FORT HUNTER LIGGET CALIFORNIA, RAWS,70.7,2017-09-01
525,FIGUEROA CALIFORNIA, RAWS,70.5,2017-09-01
526,FISH CREEK MTN CALIFORNIA, RAWS,86.2,2017-09-01
527,FIVE MILE CALIFORNIA, RAWS,75.4,2017-09-01
528,FORESTHILL CALIFORNIA, RAWS,67.8,2017-09-01
529,FOUNTAIN SPRINGS CALIFORNIA, RAWS,74.9,2017-09-01
530,FREMONT CANYON CALIFORNIA, RAWS,73.7,2017-09-01
531,FRIEND MOUNTAIN CALIFORNIA, RAWS,63.6,2017-09-01
532,GRASSHOPPER CALIFORNIA, RAWS,57.1,2017-09-01
533,GOOSE VALLEY CALIFORNIA, RAWS,72.9,2017-09-01
534,GORDON CALIFORNIA, RAWS,56.6,2017-09-01
535,GREEN SPRING CALIFORNIA, RAWS,73.7,2017-09-01
536,HASTINGS CALIFORNIA, RAWS,68.8,2017-09-01
537,HAWKEYE CALIFORNIA, RAWS,71.1,2017-09-01
538,HAYFORK CALIFORNIA, RAWS,64.5,2017-09-01
539,HELL HOLE CALIFORNIA, RAWS,63.4,2017-09-01
540,HERNANDEZ CALIFORNIA, RAWS,68.7,2017-09-01
541,HIGH GLADE LOOKOUT CALIFORNIA, RAWS,66.2,2017-09-01
542,HIGH SIERRA CALIFORNIA, RAWS,55.5,2017-09-01
543,HOPLAND CALIFORNIA, RAWS,71.4,2017-09-01
544,HOLLISTER CALIFORNIA, RAWS,70.2,2017-09-01
545,HUNTER MOUNTAIN CALIFORNIA, RAWS,59.8,2017-09-01
546,HORSE LAKE CALIFORNIA, RAWS,58.8,2017-09-01
547,HOOPA CALIFORNIA, RAWS,68.2,2017-09-01
548,HORSE THIEF SPRINGS CALIFORNIA, RAWS,69.5,2017-09-01
549,HURLEY CALIFORNIA, RAWS,71.6,2017-09-01
550,INDIAN WELL CALIFORNIA, RAWS,62.0,2017-09-01
551,JARBO GAP CALIFORNIA, RAWS,72.7,2017-09-01
552,JERSEYDALE CALIFORNIA, RAWS,68.5,2017-09-01
553,JOHNSONDALE CALIFORNIA, RAWS,60.3,2017-09-01
554,JUANITA LAKE CALIFORNIA, RAWS,61.8,2017-09-01
555,JULIAN CALIFORNIA, RAWS,64.9,2017-09-01
556,JUNIPER CREEK CALIFORNIA, RAWS,60.4,2017-09-01
557,KEENWILD CALIFORNIA, RAWS,65.8,2017-09-01
558,KETTLEMAN HILLS CALIFORNIA, RAWS,78.7,2017-09-01
559,KNOXVILLE CREEK CALIFORNIA, RAWS,71.3,2017-09-01
560,KONOCTI CALIFORNIA, RAWS,73.1,2017-09-01
561,LOS BANOS CALIFORNIA, RAWS,76.6,2017-09-01
562,MT. LAGUNA CALIFORNIA, RAWS,58.8,2017-09-01
563,LA HONDA CALIFORNIA, RAWS,68.3,2017-09-01
564,LA PANZA CALIFORNIA, RAWS,68.3,2017-09-01
565,LAURAL MOUNTAIN CALIFORNIA, RAWS,72.0,2017-09-01
566,LASSEN LODGE CALIFORNIA, RAWS,69.3,2017-09-01
567,LAUFMAN CALIFORNIA, RAWS,62.7,2017-09-01
568,SANTA ROSA ISLAND CALIFORNIA, RAWS,67.2,2017-09-01
569,SANTA ROSA PLATEAU CALIFORNIA, RAWS,71.8,2017-09-01
570,SANTA ROSA CALIFORNIA, RAWS,71.4,2017-09-01
571,STAMPEDE CALIFORNIA, RAWS,55.7,2017-09-01
572,STONYFORD CALIFORNIA, RAWS,73.1,2017-09-01
573,SUGARLOAF (SHF) CALIFORNIA, RAWS,71.2,2017-09-01
574,SPRING VALLEY CALIFORNIA, RAWS,67.3,2017-09-01
575,TANBARK CALIFORNIA, RAWS,71.1,2017-09-01
576,TEMESCAL (LPF) CALIFORNIA, RAWS,72.8,2017-09-01
577,THOMES CREEK CALIFORNIA, RAWS,78.4,2017-09-01
578,TIMBER MOUNTAIN CALIFORNIA, RAWS,62.1,2017-09-01
579,MOUNT TOM CALIFORNIA, RAWS,52.2,2017-09-01
580,LAS TRAMPAS CALIFORNIA, RAWS,70.3,2017-09-01
581,TRINITY CAMP CALIFORNIA, RAWS,67.0,2017-09-01
582,TRIMMER CALIFORNIA, RAWS,75.1,2017-09-01
583,UHL / HOT SPRINGS, RAWS,68.1,2017-09-01
584,UNDERWOOD CALIFORNIA, RAWS,67.3,2017-09-01
585,VALLEY CENTER CALIFORNIA, RAWS,72.1,2017-09-01
586,VAN BREMMER CALIFORNIA, RAWS,61.4,2017-09-01
587,VALYERMO CALIFORNIA, RAWS,69.4,2017-09-01
588,VANDENBERG CALIFORNIA, RAWS,68.4,2017-09-01
589,WALKER CALIFORNIA, RAWS,63.2,2017-09-01
590,WALKER PASS CALIFORNIA, RAWS,67.0,2017-09-01
591,WARM SPRINGS CALIFORNIA, RAWS,69.8,2017-09-01
592,WEED AIRPORT CALIFORNIA, RAWS,65.5,2017-09-01
593,WESTWOOD CALIFORNIA, RAWS,60.5,2017-09-01
594,WHITE CLOUD CALIFORNIA, RAWS,68.2,2017-09-01
595,WHITTIER HILLS CALIFORNIA, RAWS,74.3,2017-09-01
596,WHITMORE CALIFORNIA, RAWS,71.5,2017-09-01
597,WILEY RIDGE CALIFORNIA, RAWS,71.6,2017-09-01
598,WOFFORD HEIGHTS CALIFORNIA, RAWS,69.6,2017-09-01
599,WOLVERTON CALIFORNIA, RAWS,66.7,2017-09-01
600,WOODACRE CALIFORNIA, RAWS,70.3,2017-09-01
601,WHITAKER PEAK CALIFORNIA, RAWS,69.0,2017-09-01
602,WHITE WOLF CALIFORNIA, RAWS,51.3,2017-09-01
603,YOLLA BOLLA CALIFORNIA, RAWS,65.5,2017-09-01
604,YUCCA VALLEY CALIFORNIA, RAWS,72.6,2017-09-01
605,YUROK CALIFORNIA, RAWS,67.7,2017-09-01
606,HAGAN'S MEADOW, Snotel,49.2,2017-09-01
607,BLUE LAKES, Snotel,49.8,2017-09-01
608,POISON FLAT, Snotel,48.5,2017-09-01
609,SONORA PASS, Snotel,47.9,2017-09-01
610,LEAVITT MEADOWS, Snotel,51.9,2017-09-01
611,VIRGINIA LAKES RIDGE, Snotel,49.1,2017-09-01
612,LOBDELL LAKE, Snotel,47.7,2017-09-01
613,EBBETTS PASS, Snotel,49.6,2017-09-01
614,HEAVENLY VALLEY, Snotel,48.6,2017-09-01
615,LEAVITT LAKE, Snotel,47.2,2017-09-01
616,SPRATT CREEK, Snotel,67.0,2017-09-01
617,MONITOR PASS, Snotel,50.5,2017-09-01
618,BURNSIDE LAKE, Snotel,46.5,2017-09-01
619,SUMMIT MEADOW, Snotel,47.8,2017-09-01
620,FORESTDALE CREEK, Snotel,51.3,2017-09-01
621,HORSE MEADOW, Snotel,49.4,2017-09-01
622,CARSON PASS, Snotel,48.8,2017-09-01
623,CROWDER FLAT, Snotel,57.4,2017-09-01
624,CEDAR PASS, Snotel,55.1,2017-09-01
625,DISMAL SWAMP, Snotel,50.3,2017-09-01
626,ADIN MTN, Snotel,52.3,2017-09-01
627,INDEPENDENCE CREEK, Snotel,52.2,2017-09-01
628,INDEPENDENCE CAMP, Snotel,52.4,2017-09-01
629,INDEPENDENCE LAKE, Snotel,50.9,2017-09-01
630,TRUCKEE #2, Snotel,55.1,2017-09-01
631,WARD CREEK #3, Snotel,52.3,2017-09-01
632,TAHOE CITY CROSS, Snotel,54.9,2017-09-01
633,SQUAW VALLEY G.C., Snotel,51.4,2017-09-01
634,CSS LAB, Snotel,54.5,2017-09-01
635,RUBICON #2, Snotel,52.9,2017-09-01
636,ECHO PEAK, Snotel,53.0,2017-09-01
637,FALLEN LEAF, Snotel,52.1,2017-09-01
638,LAYTONVILLE CALIFORNIA, RAWS,68.4,2017-09-01
639,LADDER BUTTE CALIFORNIA, RAWS,61.4,2017-09-01
640,LEO CARRILLO CALIFORNIA, RAWS,68.7,2017-09-01
641,LOS GATOS CALIFORNIA, RAWS,71.2,2017-09-01
642,LOST HORSE CALIFORNIA, RAWS,68.3,2017-09-01
